編號,標題,價格,商品網址,圖片網址
59,《三民》詩經評註讀本(上)(四版)/裴普賢【三民網路書店】,430,https://shopee.tw//《三民》詩經評註讀本(上)(四版)-裴普賢【三民網路書店】-i.42458033.4373063434?sp_atk=bb42b860-7f63-4f7c-a137-9d2d6507e7cc&xptdk=bb42b860-7f63-4f7c-a137-9d2d6507e7cc,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkj-lob3fnva9d4ged_tn
60,Curse of the Shadow Dragon: A Branches Book (Dragon Masters #23)/Tracey West【三民網路書店】,210,https://shopee.tw//Curse-of-the-Shadow-Dragon-A-Branches-Book-(Dragon-Masters-23)-Tracey-West【三民網路書店】-i.42458033.22039608807?sp_atk=4b38793f-60f9-4929-ab25-aa8ea970d9bb&xptdk=4b38793f-60f9-4929-ab25-aa8ea970d9bb,https://down-tw.img.susercontent.com/file/sg-11134201-7rbm0-lo6jht8nfycle5_tn
61,《眾生文化》圓滿，我來到起點：創巴仁波切遺教法寶：三乘法教系列之七―不壞覺醒之密續道（下）/邱陽.創巴仁波切【三民網路書店】,390,https://shopee.tw//《眾生文化》圓滿，我來到起點：創巴仁波切遺教法寶：三乘法教系列之七―不壞覺醒之密續道（下）-邱陽.創巴仁波切【三民網路書店】-i.42458033.14794231670?sp_atk=81af5989-9be2-49ae-b7d0-007274a68aa8&xptdk=81af5989-9be2-49ae-b7d0-007274a68aa8,https://down-tw.img.susercontent.com/file/sg-11134201-7rblj-lopq25v9dllm37_tn
62,《不求人文化》完全圖解1小時學會英文文法/波嘉妮‧蒙席拉巴莎特【三民網路書店】,349,https://shopee.tw//《不求人文化》完全圖解1小時學會英文文法-波嘉妮‧蒙席拉巴莎特【三民網路書店】-i.42458033.23100952750?sp_atk=2fa8ab69-3ed7-4429-a342-bbe87170f838&xptdk=2fa8ab69-3ed7-4429-a342-bbe87170f838,https://down-tw.img.susercontent.com/file/sg-11134201-7rblz-lp3829es7jm65c_tn
63,《三民》普通型高中英文第五冊習作(含解析附冊)/石世鵬【三民網路書店】,100,https://shopee.tw//《三民》普通型高中英文第五冊習作(含解析附冊)-石世鵬【三民網路書店】-i.42458033.23980093926?sp_atk=fbdbb612-b0b9-4e5e-8344-d39b895c3424&xptdk=fbdbb612-b0b9-4e5e-8344-d39b895c3424,https://down-tw.img.susercontent.com/file/sg-11134201-7rbm8-loctj07yptuk99_tn
64,《三民》新編中國哲學史(三上)(三版)/勞思光【三民網路書店】,550,https://shopee.tw//《三民》新編中國哲學史(三上)(三版)-勞思光【三民網路書店】-i.42458033.1058785566?sp_atk=6b03bb9b-e234-437d-a2e7-f224bcc24bab&xptdk=6b03bb9b-e234-437d-a2e7-f224bcc24bab,https://down-tw.img.susercontent.com/file/sg-11134201-7rbko-londi687sxrr1d_tn
65,《重慶大學出版社》導讀德勒茲與加塔利《千高原》（簡體書）/尤金‧W.霍蘭德【三民網路書店】,192,https://shopee.tw//《重慶大學出版社》導讀德勒茲與加塔利《千高原》（簡體書）-尤金‧W.霍蘭德【三民網路書店】-i.42458033.23946784401?sp_atk=80c65074-c693-4dbf-b1be-32beef762d5d&xptdk=80c65074-c693-4dbf-b1be-32beef762d5d,https://down-tw.img.susercontent.com/file/sg-11134201-7rbms-lolyho45rgalbf_tn
66,《東大》技術型高中英文第二冊學習一本GO(A版)(附解析夾冊)/楊智民【三民網路書店】,100,https://shopee.tw//《東大》技術型高中英文第二冊學習一本GO(A版)(附解析夾冊)-楊智民【三民網路書店】-i.42458033.13676640954?sp_atk=32397302-76a4-4e9a-b57b-9c7cf379a990&xptdk=32397302-76a4-4e9a-b57b-9c7cf379a990,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmh-lohukyn64qbh05_tn
67,《小熊出版》神奇貓町事件簿02：貓群守護神的滿月舞/廣嶋玲子【三民網路書店】,320,https://shopee.tw//《小熊出版》神奇貓町事件簿02：貓群守護神的滿月舞-廣嶋玲子【三民網路書店】-i.42458033.22800871873?sp_atk=9a1f3b90-1b77-44ce-9885-bec374655d12&xptdk=9a1f3b90-1b77-44ce-9885-bec374655d12,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmc-lo90jax0x02t63_tn
68,《三民》口訣式日語動詞/李宜蓉【三民網路書店】,260,https://shopee.tw//《三民》口訣式日語動詞-李宜蓉【三民網路書店】-i.42458033.5649112199?sp_atk=6c0e816e-ee57-431b-9233-378354cc53fa&xptdk=6c0e816e-ee57-431b-9233-378354cc53fa,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmi-lonuew71bsi2e0_tn
69,10天排毒！綠拿鐵/【三民網路書店】,99,https://shopee.tw//10天排毒！綠拿鐵-【三民網路書店】-i.42458033.11916656809?sp_atk=48f1b859-c206-45c5-aac6-6d09a5602cea&xptdk=48f1b859-c206-45c5-aac6-6d09a5602cea,https://down-tw.img.susercontent.com/file/sg-11134201-7rbnf-lo6gdj6ciijh8e_tn
70,《三民》速攻！圖解國學常識(二版)/林梧衛著【三民網路書店】,150,https://shopee.tw//《三民》速攻！圖解國學常識(二版)-林梧衛著【三民網路書店】-i.42458033.19388640181?sp_atk=5cee8b86-b578-413f-b3d0-e8a5dfcb41df&xptdk=5cee8b86-b578-413f-b3d0-e8a5dfcb41df,https://down-tw.img.susercontent.com/file/sg-11134201-7rbk6-lohv6biqxmnw86_tn
71,《三民》新譯杜詩菁華(下)/林繼中-注譯【三民網路書店】,520,https://shopee.tw//《三民》新譯杜詩菁華(下)-林繼中-注譯【三民網路書店】-i.42458033.5848691920?sp_atk=f1cb524b-79fb-4c32-bf9b-d73a8e28a4cf&xptdk=f1cb524b-79fb-4c32-bf9b-d73a8e28a4cf,https://down-tw.img.susercontent.com/file/sg-11134201-7rbl7-looa3bf4loop3e_tn
72,《三民》牡丹亭(三版)/湯顯祖【三民網路書店】,320,https://shopee.tw//《三民》牡丹亭(三版)-湯顯祖【三民網路書店】-i.42458033.21201897659?sp_atk=7ca2323e-3ebe-4043-896d-bb75a13bc66b&xptdk=7ca2323e-3ebe-4043-896d-bb75a13bc66b,https://down-tw.img.susercontent.com/file/sg-11134201-7rblh-loe79sqauzre31_tn
73,《三民》神拿滿級分－－公民學測總複習(附解答本)/趙嘉毓【三民網路書店】,390,https://shopee.tw//《三民》神拿滿級分－－公民學測總複習(附解答本)-趙嘉毓【三民網路書店】-i.42458033.16356418899?sp_atk=a24c56f5-2992-4c2b-ba06-618d708b95ae&xptdk=a24c56f5-2992-4c2b-ba06-618d708b95ae,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkv-lohwkyr6un74f1_tn
74,《台科大圖書》新世代計算機概論含ICT計算機綜合能力國際認證Essentials Level適用/陳恩航【三民網路書店】,480,https://shopee.tw//《台科大圖書》新世代計算機概論含ICT計算機綜合能力國際認證Essentials-Level適用-陳恩航【三民網路書店】-i.42458033.18255645563?sp_atk=cd7c930e-f4e5-49e0-8d5e-a1fd390e771c&xptdk=cd7c930e-f4e5-49e0-8d5e-a1fd390e771c,https://down-tw.img.susercontent.com/file/sg-11134201-7rbn3-loomvsw1isr180_tn
75,《三民》新譯聊齋誌異選(一)(三版)/任篤行【三民網路書店】,360,https://shopee.tw//《三民》新譯聊齋誌異選(一)(三版)-任篤行【三民網路書店】-i.42458033.6848689260?sp_atk=b107df2e-268a-48d1-87f2-bea146461244&xptdk=b107df2e-268a-48d1-87f2-bea146461244,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkd-lonhw36uif03a8_tn
76,《臺大出版中心》心理學：身體心靈與文化的整合（第二版）/梁庚辰【三民網路書店】,950,https://shopee.tw//《臺大出版中心》心理學：身體心靈與文化的整合（第二版）-梁庚辰【三民網路書店】-i.42458033.21891046486?sp_atk=0cc4bcc4-6882-4f4a-ad58-4e4117458130&xptdk=0cc4bcc4-6882-4f4a-ad58-4e4117458130,https://down-tw.img.susercontent.com/file/sg-11134201-7rblw-lovt0oc3nsm2a7_tn
77,The Kiosk (精裝本)*國際大獎動畫作品改編*/Anete Melece【三民網路書店】,659,https://shopee.tw//The-Kiosk-(精裝本)*國際大獎動畫作品改編*-Anete-Melece【三民網路書店】-i.42458033.5753155906?sp_atk=1911e3bb-cb24-4ece-957f-18210056a52b&xptdk=1911e3bb-cb24-4ece-957f-18210056a52b,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkw-lohjzihjfuxoc8_tn
78,《三民》內部稽核概論/王怡心【三民網路書店】,310,https://shopee.tw//《三民》內部稽核概論-王怡心【三民網路書店】-i.42458033.13573395198?sp_atk=775b512f-437e-4bd1-82b5-e1aaf0de0a54&xptdk=775b512f-437e-4bd1-82b5-e1aaf0de0a54,https://down-tw.img.susercontent.com/file/sg-11134201-7rbk6-lod0upi8fzuna1_tn
79,《三民》遇見虎靈的女孩/泰‧凱勒【三民網路書店】,340,https://shopee.tw//《三民》遇見虎靈的女孩-泰‧凱勒【三民網路書店】-i.42458033.5473062951?sp_atk=87d66498-0162-4fc3-aea7-b2f64bf2b274&xptdk=87d66498-0162-4fc3-aea7-b2f64bf2b274,https://down-tw.img.susercontent.com/file/sg-11134201-7rbm1-lob4d2bmm4il6e_tn
80,《人民郵電出版社》人體肌肉拉伸手法圖解：下肢（簡體書）/李清正【三民網路書店】,419,https://shopee.tw//《人民郵電出版社》人體肌肉拉伸手法圖解：下肢（簡體書）-李清正【三民網路書店】-i.42458033.21371577214?sp_atk=dfed9fcd-230c-4f61-a67c-f3d817ecf0fb&xptdk=dfed9fcd-230c-4f61-a67c-f3d817ecf0fb,https://down-tw.img.susercontent.com/file/sg-11134201-23010-wcl5deygyhmv13_tn
81,《三民》新譯墨子讀本(二版)/李生龍-注譯【三民網路書店】,550,https://shopee.tw//《三民》新譯墨子讀本(二版)-李生龍-注譯【三民網路書店】-i.42458033.1277164145?sp_atk=2f7f5997-5c23-4313-aa2a-2c6863202a4c&xptdk=2f7f5997-5c23-4313-aa2a-2c6863202a4c,https://down-tw.img.susercontent.com/file/sg-11134201-7rbne-lon32z4jrtbtaf_tn
82,《三民》新譯禮記讀本(上/下)(二版)/姜義華-注譯【三民網路書店】,970,https://shopee.tw//《三民》新譯禮記讀本(上-下)(二版)-姜義華-注譯【三民網路書店】-i.42458033.6949114917?sp_atk=7994e9c5-109f-4078-a46a-b03568f0c185&xptdk=7994e9c5-109f-4078-a46a-b03568f0c185,https://down-tw.img.susercontent.com/file/sg-11134201-7rbms-lolt6x5uptfjd0_tn
83,《三民》小學生國語辭典(增訂四版三刷修正)(精裝)/陳佳君─總審訂【三民網路書店】,490,https://shopee.tw//《三民》小學生國語辭典(增訂四版三刷修正)(精裝)-陳佳君─總審訂【三民網路書店】-i.42458033.18720230316?sp_atk=13e44084-f962-41bf-a198-e13d4fc6f923&xptdk=13e44084-f962-41bf-a198-e13d4fc6f923,https://down-tw.img.susercontent.com/file/sg-11134201-7rbn1-lodo3ojxazx81f_tn
84,《臺大出版中心》微積分先修/楊維哲【三民網路書店】,300,https://shopee.tw//《臺大出版中心》微積分先修-楊維哲【三民網路書店】-i.42458033.15619298897?sp_atk=2ab5632c-b617-4232-8710-a8526b42a1e4&xptdk=2ab5632c-b617-4232-8710-a8526b42a1e4,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkr-lovqzovcmz1va2_tn
85,《三民》國際貿易實務新論(修訂十八版)(附習題解答光碟)(精裝)/張錦源【三民網路書店】,750,https://shopee.tw//《三民》國際貿易實務新論(修訂十八版)(附習題解答光碟)(精裝)-張錦源【三民網路書店】-i.42458033.20793019518?sp_atk=d9d7f935-8175-4ccd-896b-18b8ea211891&xptdk=d9d7f935-8175-4ccd-896b-18b8ea211891,https://down-tw.img.susercontent.com/file/sg-11134201-7rbl0-loe8cphj0ukha2_tn
86,《泰宇》地球科學A+課堂講義/施峰熙【三民網路書店】,250,https://shopee.tw//《泰宇》地球科學A-課堂講義-施峰熙【三民網路書店】-i.42458033.5620116246?sp_atk=e8cb842c-d750-4098-92ff-d8ab15d1b4c2&xptdk=e8cb842c-d750-4098-92ff-d8ab15d1b4c2,https://down-tw.img.susercontent.com/file/sg-11134201-7rbk7-lp2db5j8gi3e79_tn
87,《三民》新多益黃金互動16週：基礎篇(附解析夾冊及模擬試題)/多益900團隊【三民網路書店】,320,https://shopee.tw//《三民》新多益黃金互動16週：基礎篇(附解析夾冊及模擬試題)-多益900團隊【三民網路書店】-i.42458033.15001940835?sp_atk=18ce3b99-0151-46d9-9717-6eddd2e3747e&xptdk=18ce3b99-0151-46d9-9717-6eddd2e3747e,https://down-tw.img.susercontent.com/file/sg-11134201-7rbk8-lod05wh9a43he5_tn
88,《三民》山洞裡的小不點(精裝)/羅伯‧哈吉森-文圖【三民網路書店】,329,https://shopee.tw//《三民》山洞裡的小不點(精裝)-羅伯‧哈吉森-文圖【三民網路書店】-i.42458033.3248631522?sp_atk=d3289820-db53-4b77-861e-8333d18a4310&xptdk=d3289820-db53-4b77-861e-8333d18a4310,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkf-lo7kjjkobh2u4a_tn
89,夏日再臨(全二冊)（簡體書）/夏茗悠【三民網路書店】,468,https://shopee.tw//夏日再臨(全二冊)（簡體書）-夏茗悠【三民網路書店】-i.42458033.19759526088?sp_atk=6fc0a775-3452-4de5-b83c-43a3f036c3d7&xptdk=6fc0a775-3452-4de5-b83c-43a3f036c3d7,https://down-tw.img.susercontent.com/file/sg-11134201-7rble-lodt6q0of5rk2c_tn
90,《三民》破產法論（修訂四版）/陳計男【三民網路書店】,360,https://shopee.tw//《三民》破產法論（修訂四版）-陳計男【三民網路書店】-i.42458033.5578623015?sp_atk=7c30423f-ffd9-4808-a30d-af5036fb88c9&xptdk=7c30423f-ffd9-4808-a30d-af5036fb88c9,https://down-tw.img.susercontent.com/file/sg-11134201-7rbku-lob4zskd7rcm72_tn
91,《三民》普通型高中英文第二冊習作(含解析夾冊)74491,125,https://shopee.tw//《三民》普通型高中英文第二冊習作(含解析夾冊)74491-i.42458033.17101493762?sp_atk=86dac730-766b-4077-866a-455f7518bb47&xptdk=86dac730-766b-4077-866a-455f7518bb47,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkx-lohw68r2g3cg8c_tn
92,《字覺文化》用子彈筆記學多益TOEIC 4000必考單字（附QR Code）/Robert A. Charbonneau【三民網路書店】,379,https://shopee.tw//《字覺文化》用子彈筆記學多益TOEIC-4000必考單字（附QR-Code）-Robert-A.-Charbonneau【三民網路書店】-i.42458033.22700966779?sp_atk=835b34a6-50ee-4434-9375-3a9ff1793ccd&xptdk=835b34a6-50ee-4434-9375-3a9ff1793ccd,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkg-lp4wrkbow406e8_tn
93,《三民》普通型高中英文第二冊文法句型A++(附解析夾冊)/楊曜璘名師編著【三民網路書店】,100,https://shopee.tw//《三民》普通型高中英文第二冊文法句型A-(附解析夾冊)-楊曜璘名師編著【三民網路書店】-i.42458033.14351884481?sp_atk=55e775c8-63f7-43a5-a46f-4360d07ddd7c&xptdk=55e775c8-63f7-43a5-a46f-4360d07ddd7c,https://down-tw.img.susercontent.com/file/sg-11134201-7rbn1-lohw0au1hm2873_tn
94,《三民》Basic Reading 1︰悅讀養成(含活動夾冊)/三民英語編輯小組-彙編【三民網路書店】,230,https://shopee.tw//《三民》Basic-Reading-1︰悅讀養成(含活動夾冊)-三民英語編輯小組-彙編【三民網路書店】-i.42458033.3449195911?sp_atk=be8d6869-3ccf-45be-8cd3-6fce365d37cc&xptdk=be8d6869-3ccf-45be-8cd3-6fce365d37cc,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkl-lomzdrq19jf194_tn
95,《三民》全民英檢聽力測驗 SO EASY(初級篇)(三版)(附解析夾冊)/三民英語編輯小組【三民網路書店】,260,https://shopee.tw//《三民》全民英檢聽力測驗-SO-EASY(初級篇)(三版)(附解析夾冊)-三民英語編輯小組【三民網路書店】-i.42458033.9532754413?sp_atk=6de0fb60-66c8-48d5-b632-ef23b4ee2800&xptdk=6de0fb60-66c8-48d5-b632-ef23b4ee2800,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmh-lob5jpiy3wrpe1_tn
96,《三民》知識論(二版)/彭孟堯【三民網路書店】,450,https://shopee.tw//《三民》知識論(二版)-彭孟堯【三民網路書店】-i.42458033.4044898908?sp_atk=c6348ea9-b76a-4003-8b7c-857ec8acc698&xptdk=c6348ea9-b76a-4003-8b7c-857ec8acc698,https://down-tw.img.susercontent.com/file/sg-11134201-7rbm5-loazft2kswq8ca_tn
97,《新保成》國家考試申論題作答技巧暨範例空白模擬試卷(袋裝)/保成出版社【三民網路書店】,59,https://shopee.tw//《新保成》國家考試申論題作答技巧暨範例空白模擬試卷(袋裝)-保成出版社【三民網路書店】-i.42458033.3418252563?sp_atk=ba2062b6-a793-4456-b84e-d7ad9fb6d732&xptdk=ba2062b6-a793-4456-b84e-d7ad9fb6d732,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmd-lo5wj43l9nx98e_tn
98,《三民》數學放大鏡：暢談高中數學/張海潮【三民網路書店】,140,https://shopee.tw//《三民》數學放大鏡：暢談高中數學-張海潮【三民網路書店】-i.42458033.6849077038?sp_atk=482ba72f-0746-4908-a074-516cdc53e6f2&xptdk=482ba72f-0746-4908-a074-516cdc53e6f2,https://down-tw.img.susercontent.com/file/sg-11134201-7rbl9-loo722oxpn2i74_tn
99,《三民》新譯圓覺經/商海鋒【三民網路書店】,300,https://shopee.tw//《三民》新譯圓覺經-商海鋒【三民網路書店】-i.42458033.14721455311?sp_atk=d5563e9d-175f-46c8-95a9-d850e61ff7d9&xptdk=d5563e9d-175f-46c8-95a9-d850e61ff7d9,https://down-tw.img.susercontent.com/file/sg-11134201-7rbn7-lobdwma1lwkf59_tn
100,醉步男（簡體書）(精裝)/小林泰三【三民網路書店】,294,https://shopee.tw//醉步男（簡體書）(精裝)-小林泰三【三民網路書店】-i.42458033.21140090618?sp_atk=aece92e2-1a95-43f0-9dbb-4ae06e038a02&xptdk=aece92e2-1a95-43f0-9dbb-4ae06e038a02,https://down-tw.img.susercontent.com/file/sg-11134201-22110-df4c1hd3mfkv66_tn
101,百分百心動（簡體書）/戰西野【三民網路書店】,257,https://shopee.tw//百分百心動（簡體書）-戰西野【三民網路書店】-i.42458033.22904510096?sp_atk=bcff090f-30a9-4c78-b3cb-1e123c186c88&xptdk=bcff090f-30a9-4c78-b3cb-1e123c186c88,https://down-tw.img.susercontent.com/file/sg-11134201-22110-fmn52pfkf1jv0d_tn
102,《三民》國文歷代名篇選輯(增訂五版)/林淑芬-等 編著【三民網路書店】,355,https://shopee.tw//《三民》國文歷代名篇選輯(增訂五版)-林淑芬-等-編著【三民網路書店】-i.42458033.6617748713?sp_atk=feab631f-d1f7-4c64-84f4-ddd61995fb05&xptdk=feab631f-d1f7-4c64-84f4-ddd61995fb05,https://down-tw.img.susercontent.com/file/sg-11134201-7rbla-lodg3t0b3jfu99_tn
103,《三民》新譯聊齋誌異選(六)/付岩志-注譯【三民網路書店】,390,https://shopee.tw//《三民》新譯聊齋誌異選(六)-付岩志-注譯【三民網路書店】-i.42458033.6349182651?sp_atk=aa394ce9-9f8f-4304-bbca-38433bd3f362&xptdk=aa394ce9-9f8f-4304-bbca-38433bd3f362,https://down-tw.img.susercontent.com/file/sg-11134201-7rbkh-lonhy7wg956ba6_tn
104,《秀威資訊科技》桃園詩行/方群【三民網路書店】,250,https://shopee.tw//《秀威資訊科技》桃園詩行-方群【三民網路書店】-i.42458033.23749208860?sp_atk=be520ca5-adb9-4472-8f9d-893d0d5fe4d2&xptdk=be520ca5-adb9-4472-8f9d-893d0d5fe4d2,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmt-lokkfe2qrql8a7_tn
105,《蔡靖彥》常用藥品手冊（附冊）-2015年增修部分/蔡靖彥【三民網路書店】,150,https://shopee.tw//《蔡靖彥》常用藥品手冊（附冊）-2015年增修部分-蔡靖彥【三民網路書店】-i.42458033.21562789329?sp_atk=949c0b09-965c-4304-85e6-360ba2d7f46b&xptdk=949c0b09-965c-4304-85e6-360ba2d7f46b,https://down-tw.img.susercontent.com/file/sg-11134201-7rbml-looyqysxro3r82_tn
106,《文光》新版本草備要/汪訒庵【三民網路書店】,400,https://shopee.tw//《文光》新版本草備要-汪訒庵【三民網路書店】-i.42458033.19291039162?sp_atk=e99a42bc-e0a2-4743-8c6c-429c86380a8b&xptdk=e99a42bc-e0a2-4743-8c6c-429c86380a8b,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmo-loipnr8o645m23_tn
107,《中信出版社》自癒：成年人崩潰自救指南（簡體書）/菲爾‧施圖茨【三民網路書店】,354,https://shopee.tw//《中信出版社》自癒：成年人崩潰自救指南（簡體書）-菲爾‧施圖茨【三民網路書店】-i.42458033.14792091305?sp_atk=a5ac42d1-9491-45d8-8f0f-fe807abaaa72&xptdk=a5ac42d1-9491-45d8-8f0f-fe807abaaa72,https://down-tw.img.susercontent.com/file/sg-11134201-22110-cjyvyayamfkv14_tn
108,《不求人文化》怪物講師教學團隊的JLPT日檢N5-N1「單字」+「文法」（附「Youtor App」內含VRP虛擬點讀筆+防水書套）/洪玉樹【三民網路書店】,499,https://shopee.tw//《不求人文化》怪物講師教學團隊的JLPT日檢N5-N1「單字」-「文法」（附「Youtor-App」內含VRP虛擬點讀筆-防水書套）-洪玉樹【三民網路書店】-i.42458033.21691130285?sp_atk=b66fb45f-b718-4d78-a3aa-5287d023e393&xptdk=b66fb45f-b718-4d78-a3aa-5287d023e393,https://down-tw.img.susercontent.com/file/sg-11134201-7rbk1-lolb2ybrfygv83_tn
109,《三民》新譯莊子本義/水渭松【三民網路書店】,390,https://shopee.tw//《三民》新譯莊子本義-水渭松【三民網路書店】-i.42458033.7349118468?sp_atk=c4ea7220-4d81-430b-88e8-0b7e480a86c3&xptdk=c4ea7220-4d81-430b-88e8-0b7e480a86c3,https://down-tw.img.susercontent.com/file/sg-11134201-7rblo-lonufxr4d6h61b_tn
110,《人民郵電出版社》人體肌肉拉伸手法圖解：上肢（簡體書）/李威【三民網路書店】,419,https://shopee.tw//《人民郵電出版社》人體肌肉拉伸手法圖解：上肢（簡體書）-李威【三民網路書店】-i.42458033.21471577262?sp_atk=b8e54c37-531f-4862-90e9-8c45662e83ca&xptdk=b8e54c37-531f-4862-90e9-8c45662e83ca,https://down-tw.img.susercontent.com/file/sg-11134201-23010-7ou5e73gyhmv87_tn
111,《三民》新譯聊齋誌異選(七)/付岩志【三民網路書店】,230,https://shopee.tw//《三民》新譯聊齋誌異選(七)-付岩志【三民網路書店】-i.42458033.6748733844?sp_atk=c880a3f5-37eb-4d5e-9854-e6ce38c06082&xptdk=c880a3f5-37eb-4d5e-9854-e6ce38c06082,https://down-tw.img.susercontent.com/file/sg-11134201-7rblf-loo9c3m6fdyr4e_tn
112,舊建築再利用/歷史、理論、實例/傅朝卿【三民網路書店】,750,https://shopee.tw//舊建築再利用-歷史、理論、實例-傅朝卿【三民網路書店】-i.42458033.4348471564?sp_atk=6a00ae38-9283-4746-93ec-a777e6d7e842&xptdk=6a00ae38-9283-4746-93ec-a777e6d7e842,https://down-tw.img.susercontent.com/file/sg-11134201-7rbm2-lon4hdqib7bb6d_tn
113,《龍騰文化》月考王：國文4/全國名師【三民網路書店】,200,https://shopee.tw//《龍騰文化》月考王：國文4-全國名師【三民網路書店】-i.42458033.23600893299?sp_atk=2dcbb5bc-6fec-4446-affc-e6ae9bbee6eb&xptdk=2dcbb5bc-6fec-4446-affc-e6ae9bbee6eb,https://down-tw.img.susercontent.com/file/sg-11134201-7rbmw-lp0cx1bv07d221_tn
